# [<k> (h/Mpc)]	[<P_0(k)> (Mpc/h)^3]	[<P_0(k)> (Mpc/h)^3]
16.2076500000	6.1149540000	6.1884830000
16.2321600000	6.1138010000	6.1844310000
16.2566900000	6.1129140000	6.1828060000
16.2812300000	6.1268640000	6.1995280000
16.3058000000	6.1221380000	6.1927360000
16.3303600000	6.1362650000	6.2083600000
16.3548600000	6.1444930000	6.2176970000
16.3793900000	6.1537270000	6.2247090000
16.4039500000	6.1471950000	6.2248100000
16.4284800000	6.1574370000	6.2322250000
16.4529800000	6.1764820000	6.2479060000
16.4775300000	6.1658930000	6.2415640000
16.5020900000	6.1733370000	6.2435200000
16.5266000000	6.1766740000	6.2529330000
16.5511400000	6.2032890000	6.2767290000
16.5757100000	6.1833540000	6.2589050000
16.6002500000	6.1991740000	6.2769950000
16.6247800000	6.2239690000	6.2962370000
16.6493100000	6.2132620000	6.2883490000
16.6738600000	6.2441770000	6.3183860000
16.6984200000	6.2464030000	6.3245870000
16.7229300000	6.2446460000	6.3206920000
16.7474800000	6.2609490000	6.3363860000
16.7720400000	6.2627330000	6.3398350000
16.7965500000	6.2888430000	6.3617310000
16.8210700000	6.2885370000	6.3630480000
16.8456300000	6.3086620000	6.3849440000
16.8701800000	6.3130960000	6.3896260000
16.8947200000	6.3221020000	6.3964450000
16.9192400000	6.3330150000	6.4110750000
16.9437800000	6.3410380000	6.4181620000
16.9683000000	6.3498980000	6.4304030000
16.9928300000	6.3563580000	6.4350610000
17.0174000000	6.3612320000	6.4414190000
17.0419500000	6.3832240000	6.4554140000
17.0664600000	6.3867830000	6.4654510000
17.0909700000	6.4048610000	6.4885030000
17.1155300000	6.4151680000	6.4955570000
17.1400800000	6.4213910000	6.5034640000
17.1646300000	6.4229140000	6.5046160000
17.1891800000	6.4249880000	6.5096590000
17.2136900000	6.4657890000	6.5473840000
17.2382300000	6.4384860000	6.5206250000
17.2627800000	6.4744950000	6.5542840000
17.2873100000	6.4453140000	6.5246600000
17.3118800000	6.4748570000	6.5619860000
17.3364100000	6.4751100000	6.5598200000
17.3609100000	6.4819770000	6.5635290000
17.3854300000	6.4970730000	6.5843060000
17.4100000000	6.4971730000	6.5812240000
17.4345600000	6.5254640000	6.6095530000
17.4590900000	6.4963340000	6.5823040000
17.4836300000	6.4977790000	6.5872100000
17.5081800000	6.4910810000	6.5729440000
17.5326900000	6.5005780000	6.5851950000
17.5572200000	6.5044500000	6.5902750000
17.5817600000	6.4830320000	6.5715020000
17.6062900000	6.4853660000	6.5703310000
17.6308300000	6.5125770000	6.5996570000
17.6553900000	6.4581970000	6.5447860000
17.6799300000	6.4614460000	6.5479230000
17.7044600000	6.4677040000	6.5576000000
17.7289700000	6.4485300000	6.5370400000
17.7535100000	6.4174440000	6.5063330000
17.7780800000	6.3797060000	6.4676450000
17.8026100000	6.3868680000	6.4679220000
17.8271300000	6.3878940000	6.4737190000
17.8516900000	6.3620490000	6.4466150000
17.8762300000	6.3663970000	6.4541920000
17.9007600000	6.3571880000	6.4445180000
17.9253000000	6.3388810000	6.4237040000
17.9498500000	6.3415350000	6.4285980000
17.9744000000	6.3703130000	6.4503650000
17.9989100000	6.3329760000	6.4232760000
18.0234400000	6.3354000000	6.4226570000
18.0480200000	6.3443990000	6.4353090000
18.0725500000	6.3506520000	6.4338440000
18.0970700000	6.3364360000	6.4241120000
18.1216400000	6.3591400000	6.4482690000
18.1461700000	6.3146430000	6.4080540000
18.1706800000	6.3580190000	6.4478230000
18.1952300000	6.3638740000	6.4546880000
18.2197900000	6.3595810000	6.4533890000
18.2443100000	6.3736630000	6.4652440000
18.2688300000	6.3442850000	6.4361980000
18.2933700000	6.3638580000	6.4606040000
18.3179300000	6.3917530000	6.4892310000
18.3425000000	6.3811600000	6.4810250000
18.3670100000	6.3900710000	6.4810950000
18.3915200000	6.3832420000	6.4677020000
18.4160900000	6.3965970000	6.4833550000
18.4406400000	6.4209660000	6.5109080000
18.4651500000	6.4267200000	6.5037030000
18.4897100000	6.3904180000	6.4764670000
18.5142800000	6.4254880000	6.5136980000
18.5388100000	6.4414000000	6.5181910000
18.5632800000	6.4368170000	6.5209200000
18.5878400000	6.4591070000	6.5439560000
18.6124400000	6.4520900000	6.5475220000
18.6369300000	6.4572520000	6.5512970000
18.6614300000	6.4709120000	6.5592330000
18.6860100000	6.4672170000	6.5513960000
18.7105500000	6.4933730000	6.5829480000
18.7350300000	6.5330560000	6.6217790000
18.7595800000	6.4915960000	6.5745500000
18.7841700000	6.5282120000	6.6177450000
18.8087000000	6.5471810000	6.6381720000
18.8332200000	6.5260190000	6.6094990000
18.8577500000	6.5486000000	6.6417710000
18.8823100000	6.5529110000	6.6449870000
18.9068400000	6.5933590000	6.6784330000
18.9313400000	6.6063380000	6.6922500000
18.9559000000	6.5926630000	6.6815250000
18.9804600000	6.6414940000	6.7314900000
19.0049500000	6.6369470000	6.7353020000
19.0294600000	6.6230250000	6.7134870000
19.0540600000	6.6927820000	6.7885380000
19.0786300000	6.6900320000	6.7806440000
19.1031100000	6.7040420000	6.8018380000
19.1276500000	6.7057070000	6.7991800000
19.1522600000	6.7702030000	6.8600140000
19.1767800000	6.7943920000	6.8869770000
19.2012400000	6.8461690000	6.9372770000
19.2258100000	6.7786120000	6.8711110000
19.2504000000	6.8396440000	6.9395270000
19.2748900000	6.8630900000	6.9453560000
19.2994100000	6.8598300000	6.9541760000
19.3240200000	6.9119210000	7.0177410000
19.3485500000	6.9400200000	7.0367990000
19.3729800000	6.9688350000	7.0671900000
19.3975500000	6.9437400000	7.0401600000
19.4221700000	6.9871710000	7.0866170000
19.4466700000	7.0131430000	7.1078720000
19.4711300000	7.0400470000	7.1432140000
19.4957000000	7.0425860000	7.1331140000
19.5203200000	7.0931090000	7.1762870000
19.5448200000	7.1334070000	7.2293970000
19.5693000000	7.1784830000	7.2793460000
19.5939100000	7.1941170000	7.2929010000
19.6185000000	7.2053150000	7.3019200000
19.6429400000	7.1930230000	7.2949350000
19.6674000000	7.2853220000	7.3830720000
19.6920400000	7.2908940000	7.3911750000
19.7166000000	7.3407100000	7.4398420000
19.7410300000	7.3835890000	7.4684420000
19.7656300000	7.4575080000	7.5591730000
19.7903200000	7.4273360000	7.5339530000
19.8148200000	7.5042810000	7.6241010000
19.8391400000	7.5128600000	7.6190140000
19.8637400000	7.5834880000	7.6827860000
19.8884400000	7.5201660000	7.6307230000
19.9129200000	7.6164910000	7.6959940000
19.9373600000	7.6713960000	7.7961130000
19.9619700000	7.6880330000	7.7837390000
19.9865800000	7.7252770000	7.8250780000
20.0109500000	7.7563890000	7.8618940000
20.0354700000	7.8637130000	7.9766050000
20.0601900000	7.9221860000	8.0386170000
20.0847200000	7.9347050000	8.0478700000
20.1090300000	7.9430840000	8.0636040000
20.1336300000	8.0321490000	8.1407720000
20.1584200000	8.0764540000	8.2042580000
20.1828800000	8.1254300000	8.2572390000
20.2072100000	8.1708090000	8.2963900000
20.2318100000	8.2317050000	8.3372350000
20.2565000000	8.2195160000	8.3500600000
20.2809500000	8.3615780000	8.4811920000
20.3054200000	8.3837690000	8.4998450000
20.3301100000	8.4305270000	8.5650680000
20.3546600000	8.4219680000	8.5601240000
20.3789200000	8.5077090000	8.6473380000
20.4034800000	8.5058070000	8.6501480000
20.4283700000	8.6365460000	8.7412810000
20.4528100000	8.7351540000	8.8411630000
20.4769700000	8.8404670000	8.9675620000
20.5016500000	8.9124040000	9.0256930000
20.5265900000	8.8664220000	8.9584330000
20.5510000000	8.9541840000	9.0647790000
20.5751000000	9.0571130000	9.1437830000
20.5998500000	9.1560560000	9.2951740000
20.6247700000	9.1403100000	9.2527080000
20.6490400000	9.3770890000	9.4487630000
20.6732800000	9.3717680000	9.4752980000
20.6981300000	9.4122200000	9.5379940000
20.7228200000	9.5543640000	9.6910770000
20.7468900000	9.5368540000	9.6547210000
20.7714800000	9.6880050000	9.8511620000
20.7965000000	9.7583770000	9.8983280000
20.8208600000	9.7372410000	9.8594450000
20.8449400000	9.9824880000	10.1023600000
20.8698800000	10.0155800000	10.1815500000
20.8948400000	9.9346130000	10.1592600000
20.9187400000	10.0826500000	10.2132600000
20.9428600000	10.2472000000	10.4381400000
20.9683500000	10.4781800000	10.5960600000
20.9933300000	10.4244000000	10.6531600000
21.0163500000	10.6167400000	10.8042900000
21.0406600000	10.7614300000	10.9295000000
21.0668400000	10.8214900000	10.9902200000
21.0916900000	10.9629800000	11.0793800000
21.1138500000	11.0778000000	11.2561900000
21.1386400000	11.0290600000	11.1919600000
21.1654700000	11.2294700000	11.5037100000
21.1899800000	11.2464700000	11.6004500000
21.2116700000	11.9059400000	12.0155700000
21.2370100000	11.6307800000	11.8174100000
21.2640900000	11.9306300000	12.1171000000
21.2881200000	12.1317700000	12.3732300000
21.3092000000	12.0928100000	12.3365200000
21.3353600000	12.0746000000	12.4248000000
21.3629800000	12.3016300000	12.6351400000
21.3853500000	12.5946300000	12.7977100000
21.4061600000	12.2717000000	12.7268900000
21.4336000000	12.6389700000	13.0667800000
21.4616200000	13.3148700000	13.4918900000
21.4829200000	12.8183600000	13.2987100000
21.5038700000	13.3060500000	13.5982500000
21.5320000000	13.7769100000	14.2656900000
21.5601400000	14.0718500000	14.9008800000
21.5817800000	14.3009700000	14.5615500000
21.6023400000	13.7681800000	14.1933600000
21.6304600000	14.0463500000	14.9811600000
21.6585300000	14.9423700000	15.2914500000
21.6806600000	16.3935600000	17.0079600000
21.7003700000	18.6066000000	19.0228500000
21.7276600000	13.3984600000	11.8890100000
21.7514300000	11.2774000000	18.0358200000
